                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.93823,                 2.4217,                 1.3319,                0.45441,                0.42898,                0.43412,                0.29871,                 1.0681,                 2.4786,                 1.4279,             0.00030173,             0.00030173,             0.00030173
